20
1239
0 20
25.309 45.1063 3
23.5112 45.1754 4
21.5694 45.2639 5
19.4496 45.0204 6
17.0334 44.7018 7
14.1655 43.8595 8
11.1627 43.0538 9
8.49772 42.3433 10
6.42866 42.2472 11
4.3626 42.1355 12
2.22218 42.1497 13
0.0949342 42.1333 14
0 15
32 44 0
31.3431 44.6035 1
30.4472 44.934 2
29.2947 45.1451 3
27.5006 45.221 4
25.5566 45.3131 5
23.4329 45.0537 6
21.0092 44.732 7
18.1426 43.8848 8
15.1386 43.087 9
12.4709 42.3748 10
10.399 42.2779 11
8.33155 42.1663 12
6.18202 42.1822 13
4.05176 42.165 14
0 20
36 44 0
35.3452 44.6013 1
34.4476 44.954 2
33.2891 45.1851 3
31.4995 45.2697 4
29.5521 45.3662 5
27.42 45.0866 6
24.9766 44.7502 7
22.1086 43.9021 8
19.1051 43.1172 9
16.4134 42.3994 10
14.3392 42.3007 11
12.2701 42.1887 12
10.1119 42.2074 13
7.97464 42.1887 14
6.04127 42.1129 15
4.36648 41.9722 16
3.11346 41.7746 17
2.48781 41.2176 18
2.0554 40.8608 19
0 20
40 44 0
39.3533 44.6027 1
38.4614 44.9802 2
37.3026 45.2275 3
35.5185 45.3247 4
33.566 45.4282 5
31.4271 45.1268 6
28.9661 44.7789 7
26.0957 43.9287 8
23.0953 43.1568 9
20.3869 42.4289 10
18.3099 42.3284 11
16.2382 42.2165 12
14.0687 42.2391 13
11.9188 42.2172 14
9.98543 42.1392 15
8.27931 41.9869 16
6.99491 41.7817 17
6.32859 41.2255 18
5.87094 40.8679 19
0 20
44 44 0
43.3631 44.6062 1
42.4757 45.007 2
41.3173 45.2726 3
39.5398 45.3853 4
37.5859 45.493 5
35.445 45.1744 6
32.9722 44.8184 7
30.0988 43.965 8
27.0981 43.1973 9
24.3828 42.4599 10
22.3028 42.3581 11
20.2292 42.2463 12
18.0409 42.2751 13
15.8763 42.2509 14
13.9427 42.1707 15
12.1866 42.0087 16
10.8734 41.7962 17
10.1795 41.2351 18
9.69894 40.8722 19
0 20
48 44 0
47.3784 44.612 1
46.4943 45.0333 2
45.3393 45.3366 3
43.5735 45.4704 4
41.6187 45.5847 5
39.4772 45.2476 6
36.9964 44.8846 7
34.12 44.0286 8
31.1175 43.2648 9
28.3969 42.5194 10
26.3139 42.4163 11
24.2389 42.3048 12
22.0283 42.3408 13
19.8489 42.3157 14
17.9145 42.2333 15
16.1529 42.0691 16
14.817 41.8463 17
14.0996 41.2787 18
13.5932 40.9064 19
0 20
52 44 0
51.4275 44.6271 1
50.5502 45.0706 2
49.4066 45.4087 3
47.6542 45.5653 4
45.699 45.6899 5
43.5583 45.344 6
41.0676 44.9716 7
38.1893 44.1117 8
35.1854 43.3564 9
32.4573 42.5995 10
30.3708 42.4943 11
28.2941 42.3835 12
26.0689 42.4256 13
23.8782 42.4016 14
21.9426 42.3171 15
20.1559 42.1471 16
18.804 41.9108 17
18.0602 41.3306 18
17.5363 40.9495 19
0 20
56 44 0
55.4541 44.6378 1
54.5833 45.0909 2
53.4438 45.4393 3
51.7049 45.6189 4
49.7491 45.7596 5
47.6084 45.3998 6
45.1122 45.0189 7
42.2319 44.1549 8
39.2255 43.3981 9
36.4931 42.6358 10
34.4025 42.5287 11
32.3235 42.4185 12
30.0853 42.4665 13
27.88 42.4458 14
25.9426 42.3598 15
24.1397 42.1828 16
22.7784 41.9375 17
22.0067 41.3199 18
21.4665 40.9278 19
0 20
60 44 0
59.4677 44.6467 1
58.5997 45.1066 2
57.4628 45.4632 3
55.7359 45.6682 4
53.7807 45.8223 5
51.6406 45.4515 6
49.1385 45.0587 7
46.2579 44.1917 8
43.2515 43.413 9
40.5178 42.6466 10
38.4209 42.5389 11
36.3392 42.4301 12
34.0914 42.482 13
31.8524 42.4735 14
29.9127 42.3861 15
28.0931 42.2034 16
26.7224 41.9485 17
25.9293 41.3072 18
25.378 40.9062 19
0 20
64 44 0
63.4849 44.6554 1
62.627 45.1222 2
61.5014 45.4927 3
59.7938 45.7232 4
57.8424 45.8912 5
55.7034 45.5161 6
53.1961 45.1014 7
50.316 44.2322 8
47.3105 43.4236 9
44.5768 42.6494 10
42.4758 42.5416 11
40.3914 42.4361 12
38.133 42.495 13
35.8637 42.5029 14
33.9207 42.4146 15
32.0903 42.2289 16
30.7088 41.9637 17
29.8999 41.3081 18
29.3419 40.8953 19
1 20
80 44 0
82.4799 45.0253 1
85.7181 47.4288 2
89.544 50.7631 3
92.8561 53.4166 4
94.8469 55.0197 5
95.145 53.6158 6
94.3593 49.9653 7
92.9377 45.3621 8
90.8529 41.3084 9
88.5273 38.8361 10
86.2281 38.3583 11
83.1044 39.4251 12
79.3797 41.6716 13
75.1974 43.5498 14
71.2608 43.5418 15
67.6713 42.8454 16
65.5584 41.3413 17
64.4499 39.2696 18
63.9152 37.4054 19
1 20
84 44 0
86.5114 44.9098 1
90.1027 46.811 2
94.0771 49.8139 3
97.4842 52.2758 4
99.4967 53.8483 5
99.8039 52.4432 6
99.0263 48.7763 7
97.6194 44.1398 8
95.5325 40.0559 9
93.2006 37.4181 10
90.8713 36.9081 11
87.7426 37.9556 12
83.9853 40.1554 13
79.8044 42.0101 14
75.8608 41.9459 15
72.2684 41.2192 16
70.1116 39.6727 17
68.9843 37.5724 18
68.4473 35.7167 19
1 20
88 44 0
90.4838 44.6572 1
94.0578 46.2601 2
97.9586 48.6197 3
101.353 50.9652 4
103.37 52.483 5
103.685 51.0741 6
102.913 47.3999 7
101.493 42.7241 8
99.4078 38.6335 9
97.0561 35.9099 10
94.7304 35.3906 11
91.6069 36.3762 12
87.8475 38.5604 13
83.6713 40.3923 14
79.729 40.2834 15
76.1581 39.4623 16
73.9914 37.8994 17
72.8643 35.7876 18
72.3249 33.9456 19
1 20
92 44 0
94.4777 44.6258 1
98.0567 46.0854 2
101.895 48.1411 3
105.251 50.3104 4
107.234 51.7063 5
107.546 50.2995 6
106.781 46.6197 7
105.356 41.9286 8
103.272 37.8338 9
100.914 35.0735 10
98.5994 34.5565 11
95.486 35.5062 12
91.7329 37.6839 13
87.5695 39.4935 14
83.637 39.3425 15
80.1247 38.4391 16
77.957 36.8719 17
76.8364 34.7536 18
76.3046 32.9644 19
1 20
96 44 0
98.4639 44.6134 1
101.993 45.994 2
105.775 47.9291 3
109.109 50.0263 4
111.058 51.3496 5
111.363 49.933 6
110.601 46.2519 7
109.159 41.544 8
107.084 37.4495 9
104.731 34.6709 10
102.488 34.2009 11
99.3826 35.1425 12
95.6425 37.3119 13
91.5035 39.1111 14
87.5927 38.9528 15
84.1412 38.0034 16
81.9767 36.4381 17
80.8704 34.3202 18
80.3437 32.5591 19
1 20
100 44 0
102.433 44.6017 1
105.839 45.9072 2
109.475 47.7348 3
112.777 49.8093 4
114.686 51.0871 5
114.973 49.6684 6
114.214 45.9931 7
112.762 41.2838 8
110.692 37.2019 9
108.348 34.4216 10
106.119 33.9636 11
103.035 34.8917 12
99.3107 37.0509 13
95.2045 38.8477 14
91.3189 38.6833 15
87.8859 37.7179 16
85.7243 36.1528 17
84.6573 34.0545 18
84.1329 32.3111 19
1 20
104 44 0
106.391 44.591 1
109.666 45.8247 2
113.009 47.5381 3
116.163 49.5754 4
118.039 50.8405 5
118.315 49.4216 6
117.556 45.755 7
116.091 41.0583 8
114.031 36.9943 9
111.695 34.226 10
109.48 33.783 11
106.416 34.7003 12
102.709 36.8513 13
98.6578 38.6244 14
94.8035 38.4468 15
91.381 37.4751 16
89.2221 35.908 17
88.1895 33.8295 18
87.6641 32.0939 19
1 20
108 44 0
110.364 44.587 1
113.453 45.7477 2
116.467 47.3892 3
119.336 49.3424 4
121.062 50.6012 5
121.31 49.1838 6
120.547 45.5683 7
119.061 40.9152 8
117.006 36.8888 9
114.683 34.1478 10
112.484 33.7274 11
109.458 34.6286 12
105.821 36.7482 13
101.822 38.4957 14
98.032 38.2824 15
94.6333 37.2966 16
92.4769 35.7324 17
91.4688 33.67 18
90.9445 31.9491 19
1 10
112 44 0
114.157 44.6174 1
117.025 45.7678 2
119.878 47.4124 3
122.375 49.2387 4
123.942 50.4593 5
124.119 49.0567 6
123.279 45.625 7
121.635 41.1805 8
119.566 37.2306 9
0 6
136 44 0
135.093 44.7884 1
134.028 45.1205 2
132.459 45.4298 3
130.548 45.5208 4
128.555 45.6824 5
0 7
140 44 0
139.073 44.7864 1
138.002 45.1152 2
136.404 45.4101 3
134.471 45.486 4
132.459 45.6406 5
130.185 45.1364 6
0 20
144 44 0
143.066 44.7836 1
141.992 45.1095 2
140.384 45.396 3
138.447 45.4698 4
136.425 45.6134 5
134.087 45.1299 6
131.492 44.6895 7
128.532 43.9214 8
125.459 43.1151 9
122.608 42.2034 10
120.439 41.9236 11
118.089 41.7825 12
115.563 41.9199 13
113.017 41.9514 14
110.752 41.6625 15
108.648 41.3769 16
106.873 41.1868 17
105.817 40.592 18
105.004 40.1866 19
0 20
148 44 0
147.061 44.7808 1
145.983 45.1027 2
144.367 45.3814 3
142.426 45.4519 4
140.394 45.5866 5
138.035 45.1066 6
135.427 44.6759 7
132.456 43.9279 8
129.35 43.2204 9
126.447 42.4805 10
124.267 42.2287 11
121.979 41.9723 12
119.512 42.0137 13
117.007 41.949 14
114.872 41.6863 15
112.791 41.4221 16
111.01 41.2549 17
109.937 40.6991 18
109.085 40.3762 19
0 20
156 44 0
155.057 44.7764 1
153.966 45.054 2
152.343 45.317 3
150.394 45.3813 4
148.349 45.5036 5
145.956 45.0486 6
143.333 44.6234 7
140.355 43.8915 8
137.24 43.1985 9
134.322 42.4824 10
132.13 42.2479 11
129.848 41.9682 12
127.388 41.998 13
124.888 41.9212 14
122.789 41.6668 15
120.722 41.4192 16
118.939 41.2607 17
117.847 40.7123 18
116.968 40.419 19
0 20
160 44 0
159.056 44.7748 1
157.966 45.0428 2
156.343 45.3038 3
154.393 45.3662 4
152.345 45.4881 5
149.939 45.0438 6
147.309 44.6195 7
144.327 43.919 8
141.21 43.2284 9
138.287 42.518 10
136.088 42.2839 11
133.806 41.9957 12
131.346 42.0229 13
128.848 41.9432 14
126.753 41.6863 15
124.69 41.4435 16
122.906 41.2872 17
121.803 40.7455 18
120.916 40.4546 19
0 20
168 44 0
167.056 44.768 1
165.972 45.0308 2
164.349 45.2838 3
162.4 45.3432 4
160.349 45.4672 5
157.936 45.0271 6
155.303 44.6019 7
152.319 43.9448 8
149.197 43.2576 9
146.268 42.5515 10
144.06 42.318 11
141.782 42.0167 12
139.32 42.0435 13
136.822 41.9562 14
134.732 41.6931 15
132.66 41.4525 16
130.875 41.298 17
129.746 40.77 18
128.843 40.4981 19
0 5
4 48 0
3.39173 48.6226 1
2.55545 48.9132 2
1.44094 49.0557 3
-0.397379 49.1006 4
0 7
8 48 0
7.37521 48.6227 1
6.5212 48.9146 2
5.40253 49.0623 3
3.58086 49.1113 4
1.64516 49.1836 5
-0.441868 48.9883 6
0 8
12 48 0
11.3625 48.6214 1
10.4943 48.9145 2
9.37179 49.0661 3
7.56054 49.1176 4
5.62285 49.1923 5
3.53501 48.9864 6
1.14709 48.7031 7
0 8
16 48 0
15.3564 48.6195 1
14.4803 48.916 2
13.3512 49.0734 3
11.5452 49.1275 4
9.6068 49.2056 5
7.5122 48.9875 6
5.10382 48.692 7
0 13
24 48 0
23.3485 48.6162 1
22.4607 48.9339 2
21.3121 49.1153 3
19.5157 49.1763 4
17.5763 49.2605 5
15.4588 49.0141 6
13.0348 48.6963 7
10.1804 47.8419 8
7.18112 47.0256 9
4.5163 46.3138 10
2.4485 46.2159 11
0.38103 46.1042 12
0 15
28 48 0
27.3514 48.6169 1
26.4614 48.9446 2
25.3102 49.1385 3
23.517 49.2035 4
21.5769 49.2892 5
19.4456 49.0251 6
17.0253 48.7 7
14.1632 47.8466 8
11.1616 47.0376 9
8.49819 46.3244 10
6.42734 46.2255 11
4.35901 46.1116 12
2.21911 46.1225 13
0.0866616 46.1072 14
0 15
32 48 0
31.3522 48.615 1
30.4592 48.9521 2
29.301 49.1673 3
27.5109 49.2415 4
25.5686 49.3312 5
23.4357 49.0444 6
21.0061 48.7093 7
18.1436 47.8579 8
15.141 47.053 9
12.4764 46.3351 10
10.4028 46.2368 11
8.33246 46.1239 12
6.18452 46.1377 13
4.04854 46.1219 14
0 20
36 48 0
35.3568 48.616 1
34.4633 48.9716 2
33.3028 49.2065 3
31.5167 49.289 4
29.5699 49.3847 5
27.4334 49.0764 6
24.9812 48.727 7
22.1183 47.8752 8
19.1139 47.0781 9
16.4312 46.3519 10
14.3561 46.2527 11
12.284 46.1395 12
10.1276 46.1561 13
7.98526 46.1401 14
6.05384 46.0646 15
4.37203 45.9211 16
3.1236 45.7054 17
2.50392 45.1209 18
2.0697 44.7379 19
0 20
40 48 0
39.3651 48.6172 1
38.4773 48.9971 2
37.3171 49.2468 3
35.5354 49.3423 4
33.5847 49.4442 5
31.4452 49.1175 6
28.9789 48.7599 7
26.1132 47.9067 8
23.1106 47.1152 9
20.4055 46.3769 10
18.3286 46.2766 11
16.2545 46.1638 12
14.0874 46.1837 13
11.9324 46.1664 14
10.001 46.0889 15
8.28808 45.934 16
7.00088 45.7115 17
6.34432 45.1281 18
5.88817 44.7435 19
0 20
44 48 0
43.3747 48.62 1
42.4913 49.0244 2
41.3317 49.3009 3
39.5555 49.4161 4
37.6038 49.5229 5
35.4592 49.175 6
32.9857 48.8113 7
30.1168 47.9556 8
27.1153 47.1678 9
24.4032 46.4228 10
22.3237 46.3214 11
20.2484 46.2092 12
18.0633 46.2365 13
15.8939 46.2181 14
13.9623 46.1387 15
12.2052 45.9736 16
10.887 45.7422 17
10.1987 45.1508 18
9.71789 44.7621 19
0 20
48 48 0
47.3895 48.6281 1
46.5104 49.0496 2
45.3578 49.3689 3
43.5931 49.5064 4
41.6417 49.6202 5
39.499 49.258 6
37.0202 48.8858 7
34.1469 48.0265 8
31.1463 47.2345 9
28.4277 46.4808 10
26.3455 46.3782 11
24.2686 46.2664 12
22.0621 46.3017 13
19.8787 46.2834 14
17.9462 46.2017 15
16.1849 46.0337 16
14.8412 45.7886 17
14.1284 45.1855 18
13.6249 44.7898 19
0 20
56 48 0
55.4605 48.6527 1
54.5945 49.1057 2
53.4544 49.4575 3
51.7162 49.6527 4
49.7651 49.7918 5
47.6216 49.4107 6
45.1289 49.0128 7
42.2504 48.1465 8
39.2466 47.3401 9
36.5167 46.5733 10
34.4266 46.4672 11
32.3467 46.3561 12
30.1112 46.4045 13
27.9013 46.3882 14
25.9658 46.3015 15
24.1636 46.1169 16
22.798 45.8532 17
22.0306 45.2105 18
21.4905 44.8076 19
0 20
60 48 0
59.4726 48.6592 1
58.6094 49.1184 2
57.472 49.4766 3
55.7446 49.6959 4
53.795 49.8513 5
51.6525 49.4613 6
49.1515 49.0472 7
46.2719 48.1781 8
43.2668 47.3672 9
40.5348 46.5954 10
38.4403 46.4887 11
36.3579 46.379 12
34.1127 46.432 13
31.8737 46.4243 14
29.9352 46.3362 15
28.1159 46.1439 16
26.7387 45.8717 17
25.9543 45.2157 18
25.4028 44.8022 19
0 20
64 48 0
63.4829 48.6591 1
62.6255 49.1259 2
61.4975 49.4963 3
59.7811 49.7286 4
57.8352 49.9023 5
55.698 49.491 6
53.1901 49.0544 7
50.3108 48.1831 8
47.3063 47.3705 9
44.5743 46.5899 10
42.4751 46.4833 11
40.3898 46.3764 12
38.1355 46.4353 13
35.8586 46.4487 14
33.9167 46.3604 15
32.0856 46.1624 16
30.6996 45.8834 17
29.9007 45.2085 18
29.3409 44.7771 19
1 20
76 48 0
77.9688 49.314 1
80.3565 52.2022 2
83.3358 56.1683 3
85.614 59.5751 4
86.9224 61.467 5
86.9657 60.0579 6
86.154 56.5474 7
84.7395 52.2386 8
82.72 48.3101 9
80.5394 46.0824 10
78.363 45.788 11
75.5546 47.1228 12
71.9696 49.5012 13
68.0084 51.6561 14
64.3809 51.9294 15
61.0617 51.5164 16
58.9949 50.0533 17
57.9536 48.0447 18
57.5068 46.1574 19
1 20
80 48 0
82.4518 49.0789 1
85.6141 51.5979 2
89.3299 55.1017 3
92.465 57.9916 4
94.3978 59.6383 5
94.6378 58.2245 6
93.8536 54.5792 7
92.472 50.0265 8
90.4417 46.0033 9
88.1797 43.5929 10
85.9743 43.1626 11
82.8794 44.3237 12
79.1707 46.6092 13
75.0334 48.6297 14
71.1558 48.7372 15
67.6161 48.0891 16
65.5292 46.6137 17
64.4667 44.587 18
63.9783 42.7069 19
1 20
84 48 0
86.4666 48.9627 1
90.0386 51.0007 2
94.0002 53.9708 3
97.396 56.4551 4
99.3885 58.0471 5
99.6863 56.6431 6
98.9117 52.9885 7
97.5364 48.3858 8
95.4824 44.321 9
93.182 41.7344 10
90.9466 41.2693 11
87.8254 42.3331 12
84.0912 44.5786 13
79.9278 46.4659 14
76.0098 46.4334 15
72.4336 45.7026 16
70.3058 44.1966 17
69.2001 42.1243 18
68.674 40.2779 19
1 20
88 48 0
90.4855 48.703 1
94.1391 50.4276 2
98.1379 53.0274 3
101.535 55.3956 4
103.534 56.9402 5
103.837 55.5418 6
103.066 51.8816 7
101.693 47.259 8
99.6401 43.1758 9
97.3137 40.456 10
95.0465 39.9581 11
91.9295 40.971 12
88.1835 43.1725 13
84.0218 45.0317 14
80.11 44.9466 15
76.5565 44.1174 16
74.3955 42.568 17
73.2764 40.4683 18
72.7472 38.6424 19
1 20
92 48 0
94.4846 48.6273 1
98.1328 50.1023 2
102.058 52.217 3
105.447 54.4722 4
107.445 55.9442 5
107.748 54.5464 6
106.982 50.8862 7
105.608 46.254 8
103.563 42.1672 9
101.227 39.4205 10
98.9717 38.9363 11
95.8651 39.9029 12
92.1205 42.0851 13
87.9755 43.9284 14
84.0714 43.8074 15
80.5682 42.906 16
78.4061 41.3535 17
77.29 39.2494 18
76.7727 37.4708 19
1 20
96 48 0
98.4779 48.6215 1
102.101 50.0276 2
105.973 51.9939 3
109.33 54.1003 4
111.297 55.4516 5
111.593 54.0511 6
110.832 50.3893 7
109.452 45.7478 8
107.417 41.6635 9
105.087 38.9114 10
102.869 38.4582 11
99.7716 39.4057 12
96.036 41.576 13
91.9152 43.4164 14
88.0202 43.2748 15
84.5728 42.3201 16
82.4119 40.7669 17
81.3148 38.6758 18
80.8039 36.9249 19
1 20
100 48 0
102.466 48.6229 1
106.079 50.013 2
109.913 51.9495 3
113.247 54.0329 4
115.162 55.3171 5
115.449 53.9132 6
114.69 50.257 7
113.293 45.605 8
111.261 41.5255 9
108.947 38.7706 10
106.733 38.3216 11
103.659 39.2516 12
99.9381 41.4095 13
95.8596 43.2547 14
91.9906 43.1064 15
88.5606 42.1385 16
86.4004 40.5842 17
85.3582 38.5383 18
84.8473 36.8068 19
1 20
104 48 0
106.408 48.6092 1
109.838 49.9111 2
113.507 51.8119 3
116.804 53.8839 4
118.698 55.1543 5
118.973 53.7476 6
118.217 50.1044 7
116.807 45.444 8
114.784 41.3775 9
112.483 38.6323 10
110.281 38.1967 11
107.226 39.1164 12
103.514 41.2645 13
99.4563 43.1182 14
95.6107 42.9649 15
92.1908 41.9919 16
90.0317 40.4386 17
89.0105 38.3921 18
88.497 36.6829 19
1 20
108 48 0
110.352 48.6187 1
113.597 49.9104 2
116.87 51.8408 3
119.855 53.8837 4
121.668 55.1533 5
121.912 53.746 6
121.154 50.1111 7
119.745 45.477 8
117.735 41.4374 9
115.452 38.7236 10
113.292 38.3282 11
110.258 39.2379 12
106.63 41.3266 13
102.587 43.1778 14
98.8014 43.0146 15
95.4407 42.0289 16
93.2901 40.4858 17
92.2876 38.4557 18
91.773 36.763 19
1 20
112 48 0
113.949 48.7666 1
116.854 50.0761 2
119.694 51.9697 3
122.148 53.9186 4
123.665 55.1927 5
123.843 53.7953 6
122.995 50.2886 7
121.528 45.8397 8
119.522 41.8448 9
117.242 39.1848 10
115.106 38.8236 11
112.148 39.6622 12
108.566 41.6875 13
104.605 43.5074 14
101.058 43.2958 15
97.8291 42.3001 16
95.7206 40.8123 17
94.7517 38.8352 18
94.2468 37.1731 19
0 5
136 48 0
135.082 48.7934 1
134.017 49.1251 2
132.458 49.4319 3
130.544 49.5125 4
0 7
140 48 0
139.069 48.7873 1
137.999 49.1145 2
136.41 49.4031 3
134.478 49.4773 4
132.475 49.6199 5
130.184 49.0956 6
0 9
144 48 0
143.064 48.7828 1
141.99 49.1065 2
140.385 49.3837 3
138.449 49.4545 4
136.43 49.587 5
134.1 49.0824 6
131.507 48.622 7
128.546 47.8584 8
0 20
148 48 0
147.059 48.7782 1
145.982 49.0955 2
144.367 49.3641 3
142.426 49.4314 4
140.396 49.5547 5
138.043 49.0614 6
135.435 48.6177 7
132.469 47.8638 8
129.358 47.1432 9
126.468 46.393 10
124.287 46.1343 11
121.986 45.8739 12
119.521 45.9101 13
117.006 45.844 14
114.878 45.58 15
112.793 45.2943 16
111.017 45.1151 17
109.948 44.5251 18
109.112 44.1441 19
0 20
152 48 0
151.056 48.7749 1
149.971 49.062 2
148.35 49.3238 3
146.406 49.3881 4
144.367 49.505 5
142.002 49.0188 6
139.382 48.5792 7
136.412 47.8287 8
133.296 47.1206 9
130.39 46.3832 10
128.2 46.1391 11
125.904 45.866 12
123.444 45.8936 13
120.935 45.8211 14
118.819 45.5598 15
116.744 45.285 16
114.967 45.1137 17
113.887 44.5308 18
113.028 44.1848 19
0 20
156 48 0
155.055 48.7719 1
153.969 49.0358 2
152.344 49.2893 3
150.396 49.35 4
148.354 49.4643 5
145.971 48.9944 6
143.346 48.557 7
140.374 47.8075 8
137.255 47.1051 9
134.345 46.3736 10
132.149 46.1334 11
129.855 45.851 12
127.397 45.874 13
124.893 45.7958 14
122.783 45.5341 15
120.714 45.2652 16
118.934 45.0988 17
117.846 44.5212 18
116.973 44.1943 19
0 20
160 48 0
159.055 48.7688 1
157.97 49.0241 2
156.339 49.2672 3
154.391 49.3259 4
152.345 49.4401 5
149.943 48.9867 6
147.312 48.5509 7
144.337 47.8042 8
141.217 47.1061 9
138.3 46.3849 10
136.097 46.1463 11
133.803 45.8532 12
131.345 45.8728 13
128.843 45.79 14
126.741 45.5247 15
124.673 45.2605 16
122.893 45.0974 17
121.793 44.5257 18
120.909 44.2046 19
0 20
168 48 0
167.055 48.7601 1
165.972 49.0142 2
164.341 49.2491 3
162.392 49.3055 4
160.344 49.4188 5
157.933 48.9728 6
155.298 48.5397 7
152.313 47.805 8
149.19 47.1128 9
146.265 46.3982 10
144.051 46.1597 11
141.76 45.8545 12
139.308 45.8473 13
136.804 45.749 14
134.709 45.4759 15
132.633 45.2198 16
130.852 45.0565 17
129.729 44.4862 18
128.831 44.1975 19
0 5
4 52 0
3.39227 52.629 1
2.5577 52.9219 2
1.44058 53.0652 3
-0.394821 53.1086 4
0 7
8 52 0
7.37976 52.6276 1
6.53133 52.9245 2
5.40877 53.0721 3
3.58379 53.1185 4
1.64713 53.1881 5
-0.447163 52.9688 6
0 8
12 52 0
11.3722 52.625 1
10.5071 52.9251 2
9.37682 53.078 3
7.56502 53.1274 4
5.62735 53.1994 5
3.53432 52.9683 6
1.13227 52.6686 7
0 9
16 52 0
15.3612 52.6221 1
14.4866 52.9265 2
13.3507 53.0839 3
11.546 53.1367 4
9.60769 53.2118 5
7.51085 52.9641 6
5.0926 52.6514 7
2.24027 51.7939 8
0 11
20 52 0
19.3581 52.6221 1
18.4788 52.9356 2
17.3376 53.1014 3
15.5386 53.1575 4
13.6003 53.2353 5
11.4993 52.9682 6
9.07675 52.6487 7
6.22696 51.7922 8
3.22717 50.9504 9
0.562953 50.2334 10
0 13
24 52 0
23.3583 52.6241 1
22.4734 52.9507 2
21.3229 53.1365 3
19.5295 53.1971 4
17.5896 53.2779 5
15.4748 52.993 6
13.0461 52.6664 7
10.1964 51.8106 8
7.19864 50.9732 9
4.53602 50.256 10
2.46896 50.1575 11
0.396708 50.0457 12
0 15
28 52 0
27.3602 52.6257 1
26.4726 52.959 2
25.3169 53.1567 3
23.5266 53.2226 4
21.5855 53.3064 5
19.4523 53.0072 6
17.0191 52.6707 7
14.1662 51.8146 8
11.1689 50.9852 9
8.50632 50.2644 10
6.43455 50.1645 11
4.36084 50.0521 12
2.22108 50.0633 13
0.0854073 50.0483 14
0 15
32 52 0
31.3631 52.6266 1
30.4737 52.9689 2
29.3096 53.1861 3
27.5248 53.2598 4
25.5829 53.3476 5
23.4467 53.0259 6
21.0058 52.6782 7
18.1515 51.8234 8
15.1527 50.9986 9
12.4894 50.2732 10
10.4155 50.1736 11
8.3398 50.0606 12
6.19339 50.074 13
4.05398 50.0587 14
0 20
36 52 0
35.3669 52.6284 1
34.4777 52.9901 2
33.3135 53.2265 3
31.5332 53.3098 4
29.588 53.4032 5
27.4508 53.0585 6
24.9941 52.699 7
22.138 51.8445 8
19.1369 51.0283 9
16.4614 50.2933 10
14.3856 50.1934 11
12.3092 50.0798 12
10.153 50.0961 13
8.00704 50.0809 14
6.07658 50.0064 15
4.38936 49.8614 16
3.13756 49.6295 17
2.51668 49.014 18
2.08129 48.6076 19
0 18
40 52 0
39.3721 52.6291 1
38.487 53.0185 2
37.3248 53.2736 3
35.549 53.3717 4
33.6005 53.4718 5
31.4599 53.1122 6
28.9923 52.7465 7
26.1338 51.8905 8
23.1331 51.0716 9
20.4352 50.327 10
18.3572 50.2268 11
16.2799 50.1135 12
14.1123 50.1357 13
11.9543 50.12 14
10.0243 50.0436 15
8.31948 49.8895 16
7.0288 49.6498 17
0 18
44 52 0
43.3804 52.631 1
42.4976 53.0383 2
41.337 53.3248 3
39.566 53.4422 4
37.6165 53.548 5
35.4709 53.1646 6
32.9981 52.7927 7
30.1363 51.9342 8
27.1387 51.1064 9
24.4313 50.3548 10
22.3508 50.2541 11
20.2724 50.1415 12
18.0889 50.1713 13
15.9149 50.1567 14
13.9851 50.0784 15
12.2311 49.9085 16
10.9089 49.6583 17
0 20
48 52 0
47.3998 52.6383 1
46.5233 53.063 2
45.3702 53.3928 3
43.6109 53.5405 4
41.6621 53.6534 5
39.5202 53.2641 6
37.0398 52.8759 7
34.1735 52.0135 8
31.1742 51.1826 9
28.4591 50.4212 10
26.3765 50.3195 11
24.297 50.2078 12
22.0958 50.2442 13
19.9091 50.2303 14
17.9786 50.1499 15
16.2186 49.976 16
14.8718 49.7132 17
14.1592 49.0787 18
13.6565 48.6553 19
0 20
56 52 0
55.465 52.6624 1
54.6033 53.1157 2
53.4608 53.4706 3
51.7275 53.6791 4
49.7796 53.8231 5
47.6344 53.4116 6
45.1423 52.9909 7
42.2674 52.1215 8
39.2649 51.2925 9
36.5382 50.5185 10
34.4484 50.4138 11
32.3658 50.3032 12
30.1349 50.3526 13
27.9176 50.3411 14
25.9835 50.2555 15
24.1814 50.0627 16
22.8117 49.7854 17
22.0517 49.123 18
21.5106 48.6886 19
0 20
60 52 0
59.4713 52.6616 1
58.6121 53.1197 2
57.4742 53.4813 3
55.7491 53.708 4
53.8056 53.8711 5
51.6639 53.444 6
49.164 53.002 7
46.2871 52.13 8
43.2845 51.3051 9
40.5557 50.5254 10
38.4623 50.4203 11
36.3772 50.3111 12
34.1352 50.3657 13
31.8883 50.3625 14
29.9511 50.2752 15
28.1316 50.0743 16
26.7513 49.7894 17
25.9761 49.1167 18
25.4231 48.6698 19
1 20
76 52 0
77.7299 53.6883 1
79.884 56.9195 2
82.3862 61.3858 3
83.7921 65.482 4
84.784 67.5436 5
84.6133 66.1277 6
83.6875 62.8072 7
82.2539 58.6584 8
80.285 54.9379 9
78.183 52.8118 10
76.1502 52.6563 11
73.6038 54.1766 12
70.2702 56.7694 13
66.4992 59.1044 14
63.0803 59.4777 15
59.9951 59.1193 16
57.9472 57.6625 17
56.9296 55.7024 18
56.499 53.8233 19
1 20
80 52 0
